[0.550837, 0, 0.121767, 0, 0.327396, 0, 0.474203, 0, 0.217284, 0, 0.308513, 0, 0.875897, 0, 0.0711811, 0, 0.0529217, 0, 0.0629863, -0.440126, -0.0271799, 0.25251, -0.0358063, 0.187616, -0.389344, -0.0993593, 0.310869, -0.10874, 0.0784752, 0.2081, 0.0399688, -0.0194399, 0.0483977, 0.168362, -0.0883665, -0.148922, 0.162469, 0.152779, 0.161632, 0.127729, -0.324101, -0.280508, 0.265678, 0.131486, 0.131318, -0.210626, -0.396996, 0.0791405, -0.105456, 0.3092, 0.0825044, -0.169172, 0.022952, -0.140028, 0.0629863, 0.440126, -0.0271799, -0.25251, -0.0358063, -0.187616, -0.389344, 0.0993593, 0.310869, 0.10874, 0.0784752, -0.2081, 0.0399688, 0.0194399, 0.0483977, -0.168362, -0.0883665, 0.148922, 0.358869, 0, 0.529701, 0, 0.111431, 0, 0.340489, 0, 0.499181, 0, 0.16033, 0, 0.00225531, 0, 0.431127, 0, 0.566618, 0, -0.103495, 0.147284, 0.228795, -0.36369, -0.125301, 0.216406, -0.245685, -0.052289, 0.293285, -0.235625, -0.0476, 0.287914, -0.0116746, 0.0117689, -0.34404, -0.310169, 0.355715, 0.2984, 0.162469, -0.152779, 0.161632, -0.127729, -0.324101, 0.280508, 0.265678, -0.131486, 0.131318, 0.210626, -0.396996, -0.0791405, -0.105456, -0.3092, 0.0825044, 0.169172, 0.022952, 0.140028, -0.103495, -0.147284, 0.228795, 0.36369, -0.125301, -0.216406, -0.245685, 0.052289, 0.293285, 0.235625, -0.0476, -0.287914, -0.0116746, -0.0117689, -0.34404, 0.310169, 0.355715, -0.2984, 0.0902941, -0, 0.348533, -0, 0.561173, -0, 0.185307, -0, 0.283535, -0, 0.531157, -0, 0.121847, -0, 0.497692, -0, 0.38046, -0, ]
[0.523774, 0, 0.136891, 0, 0.339336, 0, 0.459332, 0, 0.238488, 0, 0.30218, 0, 0.879352, 0, 0.065329, 0, 0.0553191, 0, 0.0926451, -0.439421, -0.0523391, 0.260535, -0.040306, 0.178887, -0.400627, -0.0748409, 0.31217, -0.127591, 0.0884578, 0.202432, 0.038736, -0.00606864, 0.0499051, 0.159799, -0.0886411, -0.153731, 0.147765, 0.161016, 0.15121, 0.157066, -0.298975, -0.318082, 0.264324, 0.111246, 0.119931, -0.231298, -0.384254, 0.120052, -0.0990108, 0.307818, 0.0744288, -0.165817, 0.024582, -0.142001, 0.0926451, 0.439421, -0.0523391, -0.260535, -0.040306, -0.178887, -0.400627, 0.0748409, 0.31217, 0.127591, 0.0884578, -0.202432, 0.038736, 0.00606864, 0.0499051, -0.159799, -0.0886411, 0.153731, 0.385041, 0, 0.515869, 0, 0.0990907, 0, 0.36162, 0, 0.476876, 0, 0.161504, 0, 0.00174823, 0, 0.429003, 0, 0.569249, 0, -0.108948, 0.152449, 0.241118, -0.34784, -0.13217, 0.195391, -0.248668, -0.0539608, 0.280728, -0.238596, -0.03206, 0.292557, -0.00648582, 0.0128763, -0.348743, -0.308726, 0.355228, 0.29585, 0.147765, -0.161016, 0.15121, -0.157066, -0.298975, 0.318082, 0.264324, -0.111246, 0.119931, 0.231298, -0.384254, -0.120052, -0.0990108, -0.307818, 0.0744288, 0.165817, 0.024582, 0.142001, -0.108948, -0.152449, 0.241118, 0.34784, -0.13217, -0.195391, -0.248668, 0.0539608, 0.280728, 0.238596, -0.03206, -0.292557, -0.00648582, -0.0128763, -0.348743, 0.308726, 0.355228, -0.29585, 0.0911857, -0, 0.347241, -0, 0.561574, -0, 0.179049, -0, 0.284636, -0, 0.536316, -0, 0.1189, -0, 0.505668, -0, 0.375432, -0, ]
[0.499091, 0, 0.148939, 0, 0.35197, 0, 0.450846, 0, 0.254871, 0, 0.294283, 0, 0.884085, 0, 0.0595286, 0, 0.0563868, 0, 0.112402, -0.436695, -0.0687178, 0.265078, -0.043684, 0.171616, -0.408408, -0.058844, 0.313134, -0.138168, 0.0952734, 0.197012, 0.0369925, 0.00461745, 0.0523829, 0.150827, -0.0893754, -0.155444, 0.135303, 0.168392, 0.14174, 0.17798, -0.277043, -0.346373, 0.26092, 0.0961528, 0.109442, -0.246558, -0.370362, 0.150405, -0.0909312, 0.304665, 0.0657959, -0.16175, 0.0251353, -0.142915, 0.112402, 0.436695, -0.0687178, -0.265078, -0.043684, -0.171616, -0.408408, 0.058844, 0.313134, 0.138168, 0.0952734, -0.197012, 0.0369925, -0.00461745, 0.0523829, -0.150827, -0.0893754, 0.155444, 0.407413, 0, 0.503487, 0, 0.0890996, 0, 0.377644, 0, 0.459618, 0, 0.162738, 0, 0.00157198, 0, 0.428244, 0, 0.570184, 0, -0.116868, 0.156311, 0.25137, -0.334383, -0.134502, 0.178072, -0.248909, -0.0530469, 0.268122, -0.243591, -0.0192125, 0.296638, -0.00221359, 0.0132229, -0.351927, -0.30904, 0.35414, 0.295818, 0.135303, -0.168392, 0.14174, -0.17798, -0.277043, 0.346373, 0.26092, -0.0961528, 0.109442, 0.246558, -0.370362, -0.150405, -0.0909312, -0.304665, 0.0657959, 0.16175, 0.0251353, 0.142915, -0.116868, -0.156311, 0.25137, 0.334383, -0.134502, -0.178072, -0.248909, 0.0530469, 0.268122, 0.243591, -0.0192125, -0.296638, -0.00221359, -0.0132229, -0.351927, 0.30904, 0.35414, -0.295818, 0.0934957, -0, 0.347574, -0, 0.55893, -0, 0.17151, -0, 0.28551, -0, 0.54298, -0, 0.114343, -0, 0.512228, -0, 0.373429, -0, ]
[0.476866, 0, 0.158148, 0, 0.364986, 0, 0.446005, 0, 0.267803, 0, 0.286192, 0, 0.88969, 0, 0.0537226, 0, 0.0565873, 0, 0.126123, -0.433009, -0.07938, 0.267545, -0.0467427, 0.165463, -0.414452, -0.0474885, 0.314249, -0.144176, 0.100203, 0.191665, 0.0355033, 0.0138266, 0.0545408, 0.141562, -0.0900441, -0.155388, 0.124484, 0.174829, 0.133947, 0.193168, -0.258431, -0.367997, 0.256692, 0.0846656, 0.10043, -0.257797, -0.357122, 0.173131, -0.0824557, 0.299818, 0.0573266, -0.156639, 0.025129, -0.143179, 0.126123, 0.433009, -0.07938, -0.267545, -0.0467427, -0.165463, -0.414452, 0.0474885, 0.314249, 0.144176, 0.100203, -0.191665, 0.0355033, -0.0138266, 0.0545408, -0.141562, -0.0900441, 0.155388, 0.426542, 0, 0.49246, 0, 0.0809977, 0, 0.390187, 0, 0.44637, 0, 0.163442, 0, 0.00163165, 0, 0.428393, 0, 0.569976, 0, -0.125826, 0.159275, 0.259557, -0.32356, -0.133732, 0.164286, -0.247547, -0.0513445, 0.256637, -0.248439, -0.00908998, 0.299784, 0.00136903, 0.0132458, -0.354551, -0.310083, 0.353182, 0.296837, 0.124484, -0.174829, 0.133947, -0.193168, -0.258431, 0.367997, 0.256692, -0.0846656, 0.10043, 0.257797, -0.357122, -0.173131, -0.0824557, -0.299818, 0.0573266, 0.156639, 0.025129, 0.143179, -0.125826, -0.159275, 0.259557, 0.32356, -0.133732, -0.164286, -0.247547, 0.0513445, 0.256637, 0.248439, -0.00908998, -0.299784, 0.00136903, -0.0132458, -0.354551, 0.310083, 0.353182, -0.296837, 0.0965918, -0, 0.349392, -0, 0.554017, -0, 0.163808, -0, 0.285827, -0, 0.550366, -0, 0.108678, -0, 0.517885, -0, 0.373437, -0, ]
[0.457036, 0, 0.164949, 0, 0.378016, 0, 0.443272, 0, 0.278232, 0, 0.278496, 0, 0.895761, 0, 0.0480015, 0, 0.056238, 0, 0.136019, -0.428854, -0.0862094, 0.268669, -0.0498093, 0.160185, -0.419474, -0.0387407, 0.315626, -0.147563, 0.103848, 0.186304, 0.0345565, 0.0221693, 0.0559548, 0.132145, -0.0905113, -0.154315, 0.114894, 0.180378, 0.127834, 0.204411, -0.242728, -0.384789, 0.252193, 0.0756415, 0.0930614, -0.266015, -0.345254, 0.190374, -0.0740538, 0.293605, 0.0493065, -0.150575, 0.0247473, -0.14303, 0.136019, 0.428854, -0.0862094, -0.268669, -0.0498093, -0.160185, -0.419474, 0.0387407, 0.315626, 0.147563, 0.103848, -0.186304, 0.0345565, -0.0221693, 0.0559548, -0.132145, -0.0905113, 0.154315, 0.442891, 0, 0.482667, 0, 0.0744416, 0, 0.400339, 0, 0.436307, 0, 0.163354, 0, 0.00188178, 0, 0.429014, 0, 0.569104, 0, -0.135062, 0.161492, 0.266134, -0.315051, -0.131072, 0.153558, -0.245264, -0.0495395, 0.246652, -0.252411, -0.00138853, 0.301951, 0.00440966, 0.0131594, -0.357049, -0.311262, 0.352639, 0.298103, 0.114894, -0.180378, 0.127834, -0.204411, -0.242728, 0.384789, 0.252193, -0.0756415, 0.0930614, 0.266015, -0.345254, -0.190374, -0.0740538, -0.293605, 0.0493065, 0.150575, 0.0247473, 0.14303, -0.135062, -0.161492, 0.266134, 0.315051, -0.131072, -0.153558, -0.245264, 0.0495395, 0.246652, 0.252411, -0.00138853, -0.301951, 0.00440966, -0.0131594, -0.357049, 0.311262, 0.352639, -0.298103, 0.100073, -0, 0.352384, -0, 0.547543, -0, 0.156389, -0, 0.285461, -0, 0.55815, -0, 0.102358, -0, 0.522984, -0, 0.374658, -0, ]
[0.43946, 0, 0.169789, 0, 0.39075, 0, 0.441761, 0, 0.286827, 0, 0.271412, 0, 0.901943, 0, 0.0424983, 0, 0.0555586, 0, 0.143388, -0.424513, -0.0904228, 0.268888, -0.0529656, 0.155625, -0.423808, -0.0315547, 0.317281, -0.149366, 0.106526, 0.180921, 0.0342252, 0.0299522, 0.0565879, 0.122721, -0.0908131, -0.152673, 0.106282, 0.185116, 0.123143, 0.212885, -0.229425, -0.398, 0.247659, 0.0682978, 0.087289, -0.271956, -0.334948, 0.203659, -0.0658917, 0.286411, 0.0418305, -0.143804, 0.0240611, -0.142607, 0.143388, 0.424513, -0.0904228, -0.268888, -0.0529656, -0.155625, -0.423808, 0.0315547, 0.317281, 0.149366, 0.106526, -0.180921, 0.0342252, -0.0299522, 0.0565879, -0.122721, -0.0908131, 0.152673, 0.456859, 0, 0.47398, 0, 0.0691605, 0, 0.408838, 0, 0.428752, 0, 0.162411, 0, 0.00229338, 0, 0.429727, 0, 0.56798, 0, -0.144141, 0.163067, 0.271556, -0.308389, -0.127414, 0.145322, -0.242473, -0.047832, 0.238179, -0.255376, 0.0042936, 0.303208, 0.00701096, 0.0130564, -0.359561, -0.312273, 0.35255, 0.299217, 0.106282, -0.185116, 0.123143, -0.212885, -0.229425, 0.398, 0.247659, -0.0682978, 0.087289, 0.271956, -0.334948, -0.203659, -0.0658917, -0.286411, 0.0418305, 0.143804, 0.0240611, 0.142607, -0.144141, -0.163067, 0.271556, 0.308389, -0.127414, -0.145322, -0.242473, 0.047832, 0.238179, 0.255376, 0.0042936, -0.303208, 0.00701096, -0.0130564, -0.359561, 0.312273, 0.35255, -0.299217, 0.103681, -0, 0.35623, -0, 0.540089, -0, 0.149401, -0, 0.284421, -0, 0.566178, -0, 0.0957635, -0, 0.527775, -0, 0.376462, -0, ]
[0.423965, 0, 0.173085, 0, 0.402949, 0, 0.440942, 0, 0.29407, 0, 0.264988, 0, 0.907959, 0, 0.0373368, 0, 0.0547047, 0, 0.149025, -0.420171, -0.0928421, 0.268488, -0.0561828, 0.151684, -0.427634, -0.0253963, 0.319202, -0.15015, 0.108432, 0.175546, 0.034493, 0.0373182, 0.0565546, 0.113425, -0.0910476, -0.150743, 0.0985043, 0.189112, 0.119565, 0.219376, -0.21807, -0.408488, 0.243183, 0.0621164, 0.0829654, -0.276179, -0.326149, 0.214062, -0.058027, 0.278604, 0.0349183, -0.136601, 0.0231087, -0.142003, 0.149025, 0.420171, -0.0928421, -0.268488, -0.0561828, -0.151684, -0.427634, 0.0253963, 0.319202, 0.15015, 0.108432, -0.175546, 0.034493, -0.0373182, 0.0565546, -0.113425, -0.0910476, 0.150743, 0.468794, 0, 0.466274, 0, 0.0649322, 0, 0.41619, 0, 0.423147, 0, 0.160663, 0, 0.0028442, 0, 0.430237, 0, 0.566919, 0, -0.152795, 0.164096, 0.276158, -0.30314, -0.123363, 0.139044, -0.239421, -0.0462354, 0.231071, -0.257421, 0.00835065, 0.303656, 0.00924654, 0.0129691, -0.362087, -0.31299, 0.35284, 0.30002, 0.0985043, -0.189112, 0.119565, -0.219376, -0.21807, 0.408488, 0.243183, -0.0621164, 0.0829654, 0.276179, -0.326149, -0.214062, -0.058027, -0.278604, 0.0349183, 0.136601, 0.0231087, 0.142003, -0.152795, -0.164096, 0.276158, 0.30314, -0.123363, -0.139044, -0.239421, 0.0462354, 0.231071, 0.257421, 0.00835065, -0.303656, 0.00924654, -0.0129691, -0.362087, 0.31299, 0.35284, -0.30002, 0.107241, -0, 0.36064, -0, 0.532118, -0, 0.142868, -0, 0.282783, -0, 0.574349, -0, 0.0891973, -0, 0.532427, -0, 0.378376, -0, ]
[0.410368, 0, 0.175197, 0, 0.414435, 0, 0.44049, 0, 0.300308, 0, 0.259201, 0, 0.913605, 0, 0.0326069, 0, 0.0537881, 0, 0.153435, -0.415959, -0.0940412, 0.267671, -0.0593939, 0.148288, -0.431063, -0.0199914, 0.321357, -0.15023, 0.109706, 0.170222, 0.0353099, 0.0443226, 0.0560111, 0.104379, -0.0913209, -0.148701, 0.0914802, 0.19244, 0.116829, 0.224416, -0.208309, -0.416856, 0.238792, 0.0567604, 0.0799069, -0.279103, -0.318699, 0.222343, -0.0504826, 0.270502, 0.0285617, -0.129212, 0.0219209, -0.14129, 0.153435, 0.415959, -0.0940412, -0.267671, -0.0593939, -0.148288, -0.431063, 0.0199914, 0.321357, 0.15023, 0.109706, -0.170222, 0.0353099, -0.0443226, 0.0560111, -0.104379, -0.0913209, 0.148701, 0.478995, 0, 0.459435, 0, 0.0615701, 0, 0.422746, 0, 0.419035, 0, 0.15822, 0, 0.00351495, 0, 0.430344, 0, 0.566141, 0, -0.160858, 0.164679, 0.280159, -0.298955, -0.119301, 0.134275, -0.236258, -0.0447082, 0.22513, -0.258692, 0.0111277, 0.3034, 0.011172, 0.0129037, -0.364562, -0.313386, 0.35339, 0.300482, 0.0914802, -0.19244, 0.116829, -0.224416, -0.208309, 0.416856, 0.238792, -0.0567604, 0.0799069, 0.279103, -0.318699, -0.222343, -0.0504826, -0.270502, 0.0285617, 0.129212, 0.0219209, 0.14129, -0.160858, -0.164679, 0.280159, 0.298955, -0.119301, -0.134275, -0.236258, 0.0447082, 0.22513, 0.258692, 0.0111277, -0.3034, 0.011172, -0.0129037, -0.364562, 0.313386, 0.35339, -0.300482, 0.110637, -0, 0.365368, -0, 0.523995, -0, 0.136764, -0, 0.280657, -0, 0.582579, -0, 0.08288, -0, 0.537049, -0, 0.380071, -0, ]
[0.398487, 0, 0.176427, 0, 0.425086, 0, 0.440202, 0, 0.3058, 0, 0.253998, 0, 0.918752, 0, 0.0283593, 0, 0.0528884, 0, 0.156957, -0.411965, -0.0944286, 0.266587, -0.0625286, 0.145378, -0.43417, -0.0151947, 0.323709, -0.149796, 0.110461, 0.164991, 0.0366151, 0.0509757, 0.0551075, 0.0956866, -0.0917225, -0.146662, 0.0851583, 0.195173, 0.114717, 0.228376, -0.199875, -0.423548, 0.234488, 0.0520128, 0.077925, -0.281048, -0.312413, 0.229035, -0.0432719, 0.262364, 0.022742, -0.12184, 0.0205299, -0.140524, 0.156957, 0.411965, -0.0944286, -0.266587, -0.0625286, -0.145378, -0.43417, 0.0151947, 0.323709, 0.149796, 0.110461, -0.164991, 0.0366151, -0.0509757, 0.0551075, -0.0956866, -0.0917225, 0.146662, 0.487722, 0, 0.453362, 0, 0.0589166, 0, 0.428744, 0, 0.416043, 0, 0.155213, 0, 0.00428754, 0, 0.429939, 0, 0.565773, 0, -0.168232, 0.164914, 0.283683, -0.295573, -0.115451, 0.130659, -0.23307, -0.0432061, 0.22016, -0.259335, 0.0129103, 0.302541, 0.0128324, 0.0128569, -0.366907, -0.313493, 0.354075, 0.300636, 0.0851583, -0.195173, 0.114717, -0.228376, -0.199875, 0.423548, 0.234488, -0.0520128, 0.077925, 0.281048, -0.312413, -0.229035, -0.0432719, -0.262364, 0.022742, 0.12184, 0.0205299, 0.140524, -0.168232, -0.164914, 0.283683, 0.295573, -0.115451, -0.130659, -0.23307, 0.0432061, 0.22016, 0.259335, 0.0129103, -0.302541, 0.0128324, -0.0128569, -0.366907, 0.313493, 0.354075, -0.300636, 0.113791, -0, 0.370211, -0, 0.515998, -0, 0.131054, -0, 0.278157, -0, 0.59079, -0, 0.0769602, -0, 0.541702, -0, 0.381338, -0, ]
[0.388151, 0, 0.177021, 0, 0.434828, 0, 0.439951, 0, 0.310734, 0, 0.249314, 0, 0.923331, 0, 0.0246089, 0, 0.0520602, 0, 0.159825, -0.408247, -0.0942975, 0.265345, -0.0655279, 0.142902, -0.437004, -0.0109226, 0.326212, -0.148969, 0.110792, 0.159891, 0.0383458, 0.0572681, 0.0539702, 0.0874296, -0.092316, -0.144698, 0.0794987, 0.197383, 0.113067, 0.231518, -0.192566, -0.428901, 0.23027, 0.0477351, 0.0768406, -0.282256, -0.30711, 0.234521, -0.0364051, 0.254393, 0.0174349, -0.114641, 0.0189702, -0.139751, 0.159825, 0.408247, -0.0942975, -0.265345, -0.0655279, -0.142902, -0.437004, 0.0109226, 0.326212, 0.148969, 0.110792, -0.159891, 0.0383458, -0.0572681, 0.0539702, -0.0874296, -0.092316, 0.144698, 0.495194, 0, 0.447968, 0, 0.0568384, 0, 0.434347, 0, 0.413877, 0, 0.151776, 0, 0.00514444, 0, 0.428979, 0, 0.565876, 0, -0.174868, 0.164889, 0.286802, -0.292809, -0.111935, 0.12792, -0.229912, -0.0416984, 0.215984, -0.259477, 0.0139281, 0.301175, 0.0142664, 0.0128229, -0.369056, -0.313364, 0.35479, 0.300541, 0.0794987, -0.197383, 0.113067, -0.231518, -0.192566, 0.428901, 0.23027, -0.0477351, 0.0768406, 0.282256, -0.30711, -0.234521, -0.0364051, -0.254393, 0.0174349, 0.114641, 0.0189702, 0.139751, -0.174868, -0.164889, 0.286802, 0.292809, -0.111935, -0.12792, -0.229912, 0.0416984, 0.215984, 0.259477, 0.0139281, -0.301175, 0.0142664, -0.0128229, -0.369056, 0.313364, 0.35479, -0.300541, 0.116656, -0, 0.37501, -0, 0.508334, -0, 0.125702, -0, 0.275389, -0, 0.598909, -0, 0.0715247, -0, 0.546412, -0, 0.382063, -0, ]
